Id,LotFrontage,LotArea,OverallQual,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,HalfBath,KitchenAbvGr,GarageYrBlt,GarageArea,WoodDeckSF,YrSold,SalePrice,PorchSF,TotalHouse,TotalArea,LotArea_OverallQual,TotalHouse_LotArea,Bsmt,PorchArea,TotalPlace,TotalSF,MSSubClass_o,MSSubClass_oo,MSSubClass_ooo,MSSubClass_oooo,MSSubClass_ooooo,MSSubClass_oooooo,MSZoning_o,MSZoning_oo,MSZoning_ooo,LotShape_o,LotShape_oo,LotShape_ooo,Neighborhood_MeadowV,Neighborhood_StoneBr,Neighborhood_e,Neighborhood_o,Neighborhood_oo,Neighborhood_ooo,Neighborhood_oooo,Neighborhood_ooooo,Neighborhood_oooooo,Neighborhood_ooooooo,Condition1_o,Condition1_oo,Condition1_ooo,Condition1_oooo,Condition1_ooooo,BldgType_o ,BldgType_oo,HouseStyle_o,HouseStyle_oo,HouseStyle_ooo,HouseStyle_oooo,OverallCond_f,OverallCond_o,OverallCond_t,OverallCond_tw,Exterior1st_Other,Exterior2nd_Other,Exterior2nd_VinylSd,MasVnrType_o,MasVnrType_oo,MasVnrType_ooo,ExterQual_o,ExterQual_oo,ExterQual_ooo,Foundation_Other,Foundation_PConc,BsmtQual_o,BsmtQual_oo,BsmtQual_ooo,BsmtQual_oooo,BsmtCond_Po,BsmtCond_oo,BsmtCond_ooo,BsmtCond_oooo,Heating_o,Heating_oo,Heating_ooo,Heating_oooo,Heating_ooooo,HeatingQC_Ex,HeatingQC_Other,FullBath_1,FullBath_2,FullBath_3,FullBath_o,KitchenQual_o,KitchenQual_oo,KitchenQual_ooo,TotRmsAbvGrd_B6,TotRmsAbvGrd_L6,Functional_Maj1,Functional_Maj2,Functional_Min1,Functional_Min2,Functional_Mod,Functional_Sev,Functional_Typ,FireplaceQu_o,FireplaceQu_oo,FireplaceQu_ooo,FireplaceQu_oooo,FireplaceQu_ooooo,GarageType_o,GarageType_oo,GarageType_ooo,GarageType_oooo,GarageFinish_Other,GarageFinish_RFn,GarageQual_o,GarageQual_oo,GarageQual_ooo,GarageCond_Bd,GarageCond_Gd,PavedDrive_N,PavedDrive_P,PavedDrive_Y,SaleCondition_o,SaleCondition_oo,SaleCondition_ooo,SaleCondition_oooo,MasVnrAreaExist_o,MasVnrAreaExist_oo,TotalBsmtSFExist_o,TotalBsmtSFExist_oo,2ndFlrSFExist_o,2ndFlrSFExist_oo,WoodDeckSFExist_o,WoodDeckSFExist_oo,GarageAreaExist_o,GarageAreaExist_oo,PorchSFExist_o,PorchSFExist_oo
11,4.26267987704,9.32375833901,5,53,53,0.0,0.0,134,6.94793706861,6.94793706861,0.0,6.94793706861,0,1,53.0,5.95324333429,0.0,10,129500,0,2080,2464,56000,13280,1040,0,2464,13664,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,1
12,4.45434729625,9.38639231576,9,13,12,5.65948221576,0.0,177,7.06987412846,7.07580886398,7.04141166379,7.75147531802,0,1,13.0,6.60258789219,4.99721227376,12,345000,21,3499,4235,107316,15423,1175,21,4256,16180,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
13,4.24849524205,9.47031717334,5,56,56,0.0,0.0,175,6.81673588059,6.81673588059,0.0,6.81673588059,0,1,56.0,5.86646805693,4.94875989038,10,144000,0,1824,2176,64840,14792,912,176,2352,15144,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,1
14,4.52178857705,9.27359682161,7,12,11,5.72684774759,0.0,1494,7.30988148582,7.30988148582,0.0,7.30988148582,0,1,12.0,6.73459165997,5.08140436498,11,279500,33,2988,3828,74564,13640,1494,33,3861,14513,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0
15,4.24849524205,9.2984428202,6,58,58,5.36129216571,0.0,520,7.13409372119,7.13409372119,0.0,7.13409372119,1,1,58.0,5.86646805693,0.0,10,157000,389,2506,2858,65520,13426,1253,389,3247,14167,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,0
16,3.95124371858,8.71948076085,7,89,17,0.0,0.0,832,6.72503364217,6.75110146894,0.0,6.75110146894,0,1,27.0,6.35784226651,3.89182029811,11,132000,112,1686,2262,42840,7806,832,112,2374,8494,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,1,0,1,0,1,0
17,4.24849524205,9.32741204356,6,48,48,5.19849703127,0.0,426,6.91274282049,6.91274282049,0.0,6.91274282049,0,1,48.0,6.17586727011,0.0,8,149000,0,2008,2488,67446,13249,1004,0,2488,13729,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1
18,4.29045944115,9.28656039789,4,51,51,0.0,0.0,0,0.0,7.16780918432,0.0,7.16780918432,0,2,51.0,6.24804287451,0.0,12,90000,0,1296,1812,43164,12087,0,0,1812,12603,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1
19,4.20469261939,9.52485909838,5,14,14,0.0,0.0,468,7.01660968389,7.01660968389,0.0,7.01660968389,1,1,14.0,6.35784226651,0.0,10,159000,102,2228,2804,68475,15923,1114,102,2906,16601,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,1,0,1,0
20,4.26267987704,8.93075873556,5,60,53,0.0,0.0,525,6.93731408122,7.20042489294,0.0,7.20042489294,0,1,60.0,5.68697535634,0.0,9,139000,0,2368,2662,37800,9928,1029,0,2662,10222,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,1
21,4.62497281328,9.56212336983,8,13,12,5.94279937513,0.0,1158,7.05531284334,7.05531284334,7.10578612948,7.77359446736,1,1,13.0,6.74993119379,5.48479693349,12,325300,154,3534,4387,113720,17749,1158,154,4541,18756,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
22,4.06044301055,8.91596931137,7,88,68,0.0,0.0,637,6.45833828334,7.01121398735,0.0,7.01121398735,0,1,88.0,5.63835466933,0.0,11,139400,205,1745,2025,52143,9194,637,205,2230,9679,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,1,0
23,4.33073334029,9.18430435743,8,16,16,5.64190707094,0.0,1777,7.48324441607,7.49331724886,0.0,7.49331724886,0,1,16.0,6.2822667469,5.14749447681,10,230000,159,3572,4106,77936,13314,1777,159,4265,14007,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,1,0,1,0
24,3.80666248977,8.34877453979,5,42,42,0.0,0.0,200,6.94793706861,6.96696713861,0.0,6.96696713861,0,1,42.0,6.35088571671,4.61512051684,11,129900,110,2100,2672,21120,6324,1040,110,2782,7006,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,1,0,1,0,1,0
25,4.24849524205,9.01760477683,5,50,17,0.0,6.50578406013,204,6.96696713861,6.96696713861,0.0,6.96696713861,0,1,50.0,5.60211882088,6.00881318544,8,154000,90,2120,2390,41230,10366,1060,90,2480,10726,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,1,0,1,0,1,0
26,4.70953020131,9.56317796268,8,11,11,6.46302945692,0.0,1566,7.35691824236,7.378383713,0.0,7.378383713,0,1,11.0,6.79234442747,0.0,9,256300,56,3166,4056,113840,17396,1566,56,4112,18342,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,0
27,4.11087386417,8.88197518425,5,67,18,0.0,6.18826412308,180,6.80350525761,6.80350525761,0.0,6.80350525761,0,1,13.0,6.35784226651,5.40717177146,8,134800,32,1800,2376,36000,9000,900,32,2408,9608,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,1,0,1,0,1,0
28,4.59511985013,9.34827455807,8,11,10,5.30330490806,0.0,486,7.44132038972,7.44132038972,0.0,7.44132038972,0,1,10.0,6.65027904859,0.0,8,306000,50,3408,4180,91824,14886,1704,50,4230,15708,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,0
29,3.87120101091,9.70026917003,5,61,21,0.0,0.0,207,7.30317005124,7.378383713,0.0,7.378383713,0,1,61.0,5.76832099579,5.66642668811,12,207500,258,3084,3403,81605,19405,1484,258,3661,19982,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,1,0,1,0,1,0
30,4.11087386417,8.7522653136,4,91,68,0.0,0.0,520,6.25575004175,6.25575004175,0.0,6.25575004175,0,1,98.0,5.48479693349,3.91202300543,10,68500,87,1040,1280,25296,7364,520,87,1367,7691,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,1,0,1,0,1,0
31,3.93182563272,9.04793908262,4,98,68,0.0,0.0,649,6.47697236289,6.47697236289,6.50578406013,7.18387071506,0,1,98.0,5.52545293913,0.0,10,40000,226,1966,2216,34000,10466,649,226,2442,10942,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,1,0
32,4.24849524205,9.05310159555,5,52,12,0.0,0.0,1228,7.11395610957,7.11395610957,0.0,7.11395610957,1,1,52.0,5.6058020663,0.0,10,149350,65,2456,2727,42720,11000,1228,65,2792,11336,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,1,0,1,0
33,4.45434729625,9.31018570695,8,11,11,0.0,0.0,1234,7.11882624906,7.11882624906,0.0,7.11882624906,0,1,11.0,6.18414889094,0.0,10,179900,30,2468,2952,88392,13517,1234,30,2982,14031,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,1,0,1,0
